PF09602.15	PF09602.15
PF05597.16	PF05597.16
PF09361.15	PF09361.15
PF09246.16	PF09246.16
PF10258.14	PF10258.14
PF09650.15	PF09650.15
PF09712.15	PF09712.15
PF12551.13	PF12551.13
PF05233.18	PF05233.18
PF07879.16	PF07879.16
PF06850.17	PF06850.17
PF16616.10	PF16616.10
PF00628.35	PF00628.35
PF23011.2	PF23011.2
PF16660.10	PF16660.10
PF23004.2	PF23004.2
PF02604.26	PF02604.26
PF13831.12	PF13831.12
PF13922.11	PF13922.11
PF16866.11	PF16866.11
PF20826.3	PF20826.3
PF21257.3	PF21257.3
PF12910.14	PF12910.14
PF22908.2	PF22908.2
PF07227.17	PF07227.17
PF23570.1	PF23570.1
PF25054.1	PF25054.1
PF02332.24	PF02332.24
PF06099.16	PF06099.16
PF13557.12	PF13557.12
PF04663.18	PF04663.18
PF09662.15	PF09662.15
PF08015.16	PF08015.16
PF18552.7	PF18552.7
PF18554.7	PF18554.7
PF14809.11	PF14809.11
PF14810.12	PF14810.12
PF04858.18	PF04858.18
PF15514.12	PF15514.12
PF05485.17	PF05485.17
PF08768.17	PF08768.17
PF22824.1	PF22824.1
PF00314.23	PF00314.23
PF18362.6	PF18362.6
PF25444.1	PF25444.1
PF22767.2	PF22767.2
PF14789.11	PF14789.11
PF14790.11	PF14790.11
PF14805.11	PF14805.11
PF24756.1	PF24756.1
PF14912.11	PF14912.11
PF15834.10	PF15834.10
PF20754.2	PF20754.2
PF10015.14	PF10015.14
PF05317.16	PF05317.16
PF00763.28	PF00763.28
PF02882.25	PF02882.25
PF04446.17	PF04446.17
PF14413.11	PF14413.11
PF06454.17	PF06454.17
PF01946.23	PF01946.23
PF22141.1	PF22141.1
PF22156.1	PF22156.1
PF01910.22	PF01910.22
PF09515.15	PF09515.15
PF13667.11	PF13667.11
PF01964.24	PF01964.24
PF17792.6	PF17792.6
PF00899.27	PF00899.27
PF05690.20	PF05690.20
PF02568.20	PF02568.20
PF22025.1	PF22025.1
PF17124.11	PF17124.11
PF10120.14	PF10120.14
PF00975.26	PF00975.26
PF02803.24	PF02803.24
PF22691.2	PF22691.2
PF00108.29	PF00108.29
PF01289.24	PF01289.24
PF17440.7	PF17440.7
PF00321.22	PF00321.22
PF19409.5	PF19409.5
PF17991.7	PF17991.7
PF18078.7	PF18078.7
PF18400.7	PF18400.7
PF18401.7	PF18401.7
PF18402.7	PF18402.7
PF18403.7	PF18403.7
PF18569.7	PF18569.7
PF21873.2	PF21873.2
PF13098.12	PF13098.12
PF13098.12	PF00085.26
PF13462.12	PF13462.12
PF13743.12	PF13743.12
PF13848.12	PF13848.12
PF13899.12	PF13899.12
PF13905.12	PF13905.12
PF14595.12	PF14595.12
PF03190.21	PF03190.21
PF24541.1	PF24541.1
PF24470.1	PF24470.1
PF02597.26	PF02597.26
PF14453.12	PF14453.12
PF09512.15	PF09512.15
PF21275.2	PF21275.2
PF18592.6	PF18592.6
PF11262.13	PF11262.13
PF11732.13	PF11732.13
PF16134.10	PF16134.10
PF05615.18	PF05615.18
PF09432.15	PF09432.15
PF24857.1	PF24857.1
PF15440.11	PF15440.11
PF06738.18	PF06738.18
PF12821.13	PF12821.13
PF09396.15	PF09396.15
PF00585.24	PF00585.24
PF14821.11	PF14821.11
PF20016.6	PF20016.6
PF08937.16	PF08937.16
PF24310.1	PF24310.1
PF24311.1	PF24311.1
PF24306.1	PF24306.1
PF04163.17	PF04163.17
PF06283.17	PF06283.17
PF02926.22	PF02926.22
PF18096.6	PF18096.6
PF23188.1	PF23188.1
PF17070.10	PF17070.10
PF02511.20	PF02511.20
PF11264.13	PF11264.13
PF02223.23	PF02223.23
PF00303.24	PF00303.24
PF08198.17	PF08198.17
PF03998.19	PF03998.19
PF04003.17	PF04003.17
PF08625.16	PF08625.16
PF04615.18	PF04615.18
PF09384.15	PF09384.15
PF20416.4	PF20416.4
PF23099.1	PF23099.1
PF07539.18	PF07539.18
PF04192.17	PF04192.17
PF24779.1	PF24779.1
PF06862.17	PF06862.17
PF22916.2	PF22916.2
PF24892.1	PF24892.1
PF10395.14	PF10395.14
PF22542.1	PF22542.1
PF07702.18	PF07702.18
PF24160.1	PF24160.1
PF04884.20	PF04884.20
PF03851.20	PF03851.20
PF02151.25	PF02151.25
PF17755.6	PF17755.6
PF17760.6	PF17760.6
PF12344.14	PF12344.14
PF17757.6	PF17757.6
PF22920.2	PF22920.2
PF08459.17	PF08459.17
PF00580.27	PF00580.27
PF13361.12	PF13361.12
PF13538.12	PF13538.12
PF20867.3	PF20867.3
PF11637.13	PF11637.13
PF21241.2	PF21241.2
PF11056.13	PF11056.13
PF02614.20	PF02614.20
PF16257.11	PF16257.11
PF11803.13	PF11803.13
PF03786.19	PF03786.19
PF23683.1	PF23683.1
PF03223.20	PF03223.20
PF03179.20	PF03179.20
PF16999.10	PF16999.10
PF11698.14	PF11698.14
PF03224.20	PF03224.20
PF23489.1	PF23489.1
PF21608.2	PF21608.2
PF07686.23	PF07686.23
PF15910.11	PF15910.11
PF08204.17	PF08204.17
PF05008.21	PF05008.21
PF12352.13	PF12352.13
PF01639.22	PF01639.22
PF21507.2	PF21507.2
PF03402.20	PF03402.20
PF08983.15	PF08983.15
PF02830.23	PF02830.23
PF12755.13	PF12755.13
PF11916.13	PF11916.13
PF17321.7	PF17321.7
PF12751.13	PF12751.13
PF02691.21	PF02691.21
PF03077.19	PF03077.19
PF02346.21	PF02346.21
PF09783.14	PF09783.14
PF15310.11	PF15310.11
PF10458.14	PF10458.14
PF11437.13	PF11437.13
PF19112.6	PF19112.6
PF19018.5	PF19018.5
PF04294.18	PF04294.18
PF02557.22	PF02557.22
PF04892.17	PF04892.17
PF23719.1	PF23719.1
PF02697.20	PF02697.20
PF09957.15	PF09957.15
PF05272.17	PF05272.17
PF05316.17	PF05316.17
PF14383.11	PF14383.11
PF05827.17	PF05827.17
PF15337.11	PF15337.11
PF11319.13	PF11319.13
PF12486.13	PF12486.13
PF14822.12	PF14822.12
PF08776.16	PF08776.16
PF16016.11	PF16016.11
PF20249.3	PF20249.3
PF18716.7	PF18716.7
PF01992.21	PF01992.21
PF01991.23	PF01991.23
PF01505.23	PF01505.23
PF17794.6	PF17794.6
PF17795.6	PF17795.6
PF17796.6	PF17796.6
PF18495.6	PF18495.6
PF08913.16	PF08913.16
PF23742.1	PF23742.1
PF11993.13	PF11993.13
PF04018.18	PF04018.18
PF20792.2	PF20792.2
PF18315.6	PF18315.6
PF19437.4	PF19437.4
PF07336.16	PF07336.16
PF12430.13	PF12430.13
PF02496.21	PF02496.21
PF14156.11	PF14156.11
PF00950.22	PF00950.22
PF03109.22	PF03109.22
PF01061.29	PF01061.29
PF12679.13	PF12679.13
PF12698.13	PF12698.13
PF12730.13	PF12730.13
PF13346.12	PF13346.12
PF06182.17	PF06182.17
PF19055.6	PF19055.6
PF25158.1	PF25158.1
PF24526.1	PF24526.1
PF24358.1	PF24358.1
PF21707.3	PF21707.3
PF09818.15	PF09818.15
PF21709.3	PF21709.3
PF09819.14	PF09819.14
PF16962.11	PF16962.11
PF00664.28	PF00664.28
PF06472.20	PF06472.20
PF13748.11	PF13748.11
PF20446.3	PF20446.3
PF04392.18	PF04392.18
PF20220.3	PF20220.3
PF00005.33	PF00005.33
PF09822.16	PF09822.16
PF03886.18	PF03886.18
PF06541.16	PF06541.16
PF14510.11	PF14510.11
PF16949.11	PF16949.11
PF16326.10	PF16326.10
PF12848.13	PF12848.13
PF12407.13	PF12407.13
PF05270.19	PF05270.19
PF18225.7	PF18225.7
PF03806.19	PF03806.19
PF22990.1	PF22990.1
PF09752.15	PF09752.15
PF22316.2	PF22316.2
PF00561.26	PF00561.26
PF00561.26	PF12146.15
PF20091.5	PF20091.5
PF20408.4	PF20408.4
PF02230.22	PF02230.22
PF07859.19	PF07859.19
PF08386.16	PF08386.16
PF12695.13	PF12695.13
PF12697.13	PF12697.13
PF12715.13	PF12715.13
PF06259.18	PF06259.18
PF10081.15	PF10081.15
PF15420.11	PF15420.11
PF04083.22	PF04083.22
PF08843.17	PF08843.17
PF09407.15	PF09407.15
PF09952.14	PF09952.14
PF11459.13	PF11459.13
PF17194.10	PF17194.10
PF13338.12	PF13338.12
PF10899.13	PF10899.13
PF16873.10	PF16873.10
PF20578.4	PF20578.4
PF14253.11	PF14253.11
PF18860.6	PF18860.6
PF18863.6	PF18863.6
PF18865.6	PF18865.6
PF18864.6	PF18864.6
PF07751.16	PF07751.16
PF14337.12	PF14337.12
PF14355.11	PF14355.11
PF07815.19	PF07815.19
PF16182.10	PF16182.10
PF03992.22	PF03992.22
PF21931.2	PF21931.2
PF09441.15	PF09441.15
PF22224.1	PF22224.1
PF05145.17	PF05145.17
PF14250.11	PF14250.11
PF18277.6	PF18277.6
PF07280.16	PF07280.16
PF20520.3	PF20520.3
PF05814.16	PF05814.16
PF05820.16	PF05820.16
PF08965.17	PF08965.17
PF08900.16	PF08900.16
PF21343.2	PF21343.2
PF20963.2	PF20963.2
PF16177.11	PF16177.11
PF13000.13	PF13000.13
PF23474.1	PF23474.1
PF24729.2	PF24729.2
PF25187.1	PF25187.1
PF00887.24	PF00887.24
PF24922.1	PF24922.1
PF05528.17	PF05528.17
PF03255.19	PF03255.19
PF21385.2	PF21385.2
PF08326.17	PF08326.17
